x,y
-3300490.3440191895,248686.49258191796
-3300936.9172197017,248737.30071279535
-3301376.4173785937,248799.02653282302
-3301807.41955973,248869.80045539714
-3302229.5997915356,248941.52016270877
-3302647.074918348,249006.63388837964
-3303062.3888629437,249065.7197518816
-3303477.5120875374,249121.6896504891
-3303898.924410354,249179.26175845513
-3304334.2760099676,249244.64236610776
-3304784.600560319,249332.34530655737
-3305239.528033822,249475.35098915314
-3305674.858420345,249717.55660558929
-3306070.6250379863,250048.38720668937
-3306459.465451087,250460.42820298133
-3306786.294322881,250936.8883902412
-3307020.677045057,251473.033933489
-3307146.1514042364,251947.472627721
-3307194.1738763903,252310.24687087967
-3307222.051724238,252621.31828247636
-3307248.9765365426,252914.19751090885
-3307277.358675485,253199.39268803736
-3307308.961700852,253484.955022554
-3307344.403407329,253769.31068179218
-3307382.6956696245,254050.57771652995
-3307423.0333793727,254328.97252693586
-3307467.0170838046,254606.46488211362
-3307519.437558101,254885.43397005656
-3307583.7697465513,255166.1165634642
-3307660.626371867,255457.08353896948
-3307754.157019778,255764.1680804956
-3307861.5868037823,256078.35554993674
-3307975.1995760417,256391.79588102514
-3308092.1926543126,256703.37724580723
-3308210.9216829124,257013.95528816743
-3308330.6949248407,257325.08524419653
-3308452.4264219766,257638.25028123843
-3308576.197726157,257950.49523002066
-3308695.902582469,258250.37653461934
-3308812.474603298,258542.9906195058
-3308925.071425069,258826.74667408937
-3309042.4201835236,259108.92313652585
-3309176.2120511723,259394.74530325414
-3309317.792567523,259668.4145835122
-3309467.4169213767,259935.37715128536
-3309631.8477243125,260206.09103900744
-3309804.802369474,260471.3720064958
-3309974.53684312,260726.1903910739
-3310137.810507581,260975.6440800052
-3310297.515744052,261225.11705705372
-3310458.778409568,261482.98484125966
-3310637.9081385657,261766.37878186363
-3310811.6459883107,262040.61905565154
-3310961.2532299887,262308.28299901914
