x,y
-3300442.5388144697,249320.1366526607
-3300789.3222525036,249346.74395233206
-3301150.198292111,249370.14257715744
-3301516.6704511447,249406.239595202
-3301886.943134633,249458.9196501769
-3302234.018925451,249530.36763204783
-3302544.7598828254,249598.6336860118
-3302809.2206852697,249652.37729884955
-3303062.904963631,249700.68673931633
-3303323.50397553,249744.3099713549
-3303582.975011616,249780.80935606937
-3303848.809783382,249812.99382939676
-3304141.775609724,249840.9745609994
-3304468.117899267,249870.87065503627
-3304823.604065521,249933.947474033
-3305175.6882186485,250057.58154736034
-3305499.4748236733,250242.59948010143
-3305773.854899543,250482.33259687698
-3306011.4469472193,250773.19189405575
-3306209.712988322,251115.31058014784
-3306345.0786935943,251450.00106676362
-3306434.905395709,251746.2266351314
-3306479.3100044513,251991.84673303194
-3306499.8560136757,252200.41677639473
-3306508.067236723,252383.27625975528
-3306514.3528819527,252551.98604572084
-3306520.0813411893,252709.6900687842
-3306526.211332802,252861.2319075344
-3306534.495554318,253003.98026258373
-3306543.785913132,253150.4728012678
-3306554.6906666495,253299.46096250653
-3306568.812131103,253447.07939263116
-3306588.009302057,253594.74045020682
-3306611.976571921,253740.14874152068
-3306640.3839696716,253887.795234481
-3306672.6844768296,254040.11472356456
-3306709.506225388,254199.16425982767
-3306750.4761796184,254371.6351278741
-3306797.7454929,254556.61108587278
-3306854.1252815193,254755.92392489238
-3306917.062365717,254974.6430813612
-3306984.4869426405,255207.76758438654
-3307054.186029981,255452.16319020325
-3307125.5587796834,255703.86345046698
-3307201.0698153614,255957.24099683625
-3307283.0570809683,256205.85477894757
-3307385.398987591,256486.22564237588
-3307501.0015139985,256788.81987655317
-3307620.616038955,257094.2154950435
-3307740.3235231964,257400.43569400883
-3307858.9862289377,257705.65256120785
-3307977.4209081363,258009.5235194051
-3308095.9918389646,258311.3358522314
-3308212.450308346,258611.2016787433
-3308321.0778536457,258901.1332564762
-3308421.2107047574,259169.9187115107
-3308522.397551467,259422.2781559852
-3308627.4925810196,259662.87891265666
-3308736.218007664,259898.21650456975
-3308847.8325552493,260133.20099964007
-3308959.5458408366,260367.856974699
-3309066.0295278565,260597.4266533223
-3309166.227712105,260820.10154902985
-3309262.16332477,261047.27727224765
-3309345.7756608035,261289.03328295265
-3309409.4739967757,261547.85140926592
-3309457.213721692,261820.7375370345
-3309489.9776075557,262136.2059584093
-3309515.191933787,262463.8802494181
