x,y
-3300455.588662117,249147.32554375255
-3300855.161805354,249182.10429305158
-3301260.139465219,249220.80838068968
-3301659.9808355668,249274.14501142333
-3302051.7724372093,249344.7606520662
-3302422.0557616507,249418.2949757349
-3302772.1325766877,249481.75061554872
-3303098.351294279,249536.28744672166
-3303427.6511814664,249584.2015412203
-3303754.658380833,249626.5612806065
-3304100.519974288,249666.16944724898
-3304477.4278029837,249710.32803934772
-3304873.299754018,249789.707644856
-3305263.969767095,249932.77915697242
-3305616.4722842798,250152.9318137152
-3305923.963967004,250448.81482524137
-3306197.4446916985,250799.09749521132
-3306415.7441767785,251208.98521605876
-3306555.683476845,251607.62394950478
-3306628.09146222,251934.86008722027
-3306657.6748734796,252201.40747129286
-3306668.681767856,252426.2881545093
-3306677.30477384,252629.9714320007
-3306688.078043078,252823.62169189652
-3306699.3390416773,253016.97132849242
-3306712.980544747,253207.02780563166
-3306729.623917033,253394.9927099786
-3306750.66346629,253579.52229616174
-3306778.0100479447,253767.14730418683
-3306810.3075308176,253958.26264202924
-3306846.185141851,254153.2472592834
-3306887.206544353,254357.12457257175
-3306935.666995196,254573.94726101053
-3306991.4919364257,254795.32240201448
-3307053.409256703,255030.69463618056
-3307121.056479186,255279.22330040406
-3307192.471995023,255537.226890112
-3307267.78865016,255801.7466212841
-3307353.3241947084,256072.73410676167
-3307458.2015592074,256368.3083725231
-3307572.7555613187,256672.11945731926
-3307691.6971652377,256978.2461116216
-3307811.3082363717,257285.52190592248
-3307930.753681697,257593.24996174691
-3308050.20219141,257900.15405669477
-3308169.897482339,258205.63724794734
-3308288.720987169,258509.5269086088
-3308400.8853718797,258805.26451270032
-3308504.2325501777,259082.7323438088
-3308608.2134161834,259345.86312026155
-3308718.1548323035,259598.09906751316
-3308832.602840645,259843.7727105397
-3308951.1228513196,260086.58113975
-3309071.134596263,260330.50784533113
-3309187.728366401,260568.54889865714
-3309298.8885617927,260796.6614974743
-3309407.7602501716,261027.29991322127
-3309509.429456866,261275.78019853492
-3309588.154648481,261540.3612608791
-3309651.21955756,261825.65596064582
-3309695.7669915073,262154.5187184728
-3309751.825690572,262524.8768731402
