x,y
-3300610.102207021,248637.5826723247
-3301057.5634812736,248691.50323974612
-3301497.9193657683,248756.2147022264
-3301929.161446885,248828.23459347765
-3302352.453396019,248897.44540486005
-3302772.7187395524,248959.9302527501
-3303191.8731311215,249017.8406652703
-3303612.6531566507,249074.88462181215
-3304041.961330597,249136.34570122283
-3304487.559914102,249211.1005087102
-3304944.705913471,249313.04777517257
-3305400.7635598946,249482.6281117151
-3305830.8531377558,249757.62346633812
-3306237.6602903907,250123.4249195273
-3306635.9051565616,250564.11476329685
-3306953.9457235956,251079.81672970182
-3307164.058509449,251620.13886556792
-3307272.120508866,252069.5342276089
-3307319.1528924895,252417.68237677644
-3307354.3937946316,252730.35912623792
-3307387.8838194557,253028.5948483967
-3307422.3522420735,253322.17819671758
-3307460.0109907757,253614.11624713385
-3307500.390195684,253903.01917861382
-3307541.767046579,254188.1300118241
-3307585.0672542728,254471.54456499516
-3307634.5081021735,254756.863720904
-3307695.9612881504,255043.70515203744
-3307770.4471576638,255340.57847548916
-3307862.9197106254,255654.0355557954
-3307968.9346641363,255970.86468719062
-3308081.5336683313,256285.77212448613
-3308197.6505968445,256598.38195013787
-3308315.4383508163,256908.796323118
-3308434.4551345967,257217.91033103393
-3308556.572819193,257531.01676106712
-3308682.9624258666,257846.55044401562
-3308805.9786177278,258150.92661782197
-3308925.26659294,258443.24876988272
-3309047.0612470745,258734.6078805773
-3309178.4403089187,259029.09191147593
-3309320.155424384,259319.65282297862
-3309468.2821671097,259596.4750339622
-3309634.757420857,259874.68573590703
-3309813.6093924246,260151.74853345816
-3309995.425837765,260420.49717178228
-3310174.201712945,260677.9299394923
-3310346.8153424365,260928.62412709737
-3310525.73819428,261178.1607455073
-3310719.3196691386,261428.9199770956
-3310922.2953532636,261691.43143588665
-3311113.29545575,261941.52528498948
