x,y
-3300451.239718276,249204.9293226409
-3300834.676466277,249236.81422164815
-3301226.1590938023,249269.62845802255
-3301616.566473064,249316.77809372824
-3302002.326804612,249383.4267527072
-3302365.473972224,249457.81889655272
-3302698.544240384,249522.91235227685
-3303001.3289232026,249577.9925468312
-3303309.7977033122,249627.0889264224
-3303615.521629535,249669.37321727516
-3303930.3195720804,249707.7814046544
-3304273.364732265,249742.56052863004
-3304649.735772978,249793.90463605564
-3305032.100729694,249896.08236945572
-3305397.83929538,250061.69172981998
-3305717.4366709744,250306.07842136917
-3305997.757510591,250607.36715706563
-3306240.103039998,250965.85836824434
-3306419.5493946937,251362.17839702862
-3306529.5350496676,251715.5421672639
-3306585.974477109,252005.7222193012
-3306609.0054693315,252246.6749696557
-3306618.1868898617,252452.4760393382
-3306626.0788687854,252642.38130910974
-3306635.4526098864,252824.26209460187
-3306645.65643966,253003.6625072665
-3306658.4341221717,253182.42636083465
-3306674.7848975337,253362.465925839
-3306694.246587074,253537.52940725457
-3306719.229207949,253712.46424925688
-3306749.2646439243,253888.95837661167
-3306783.4158658986,254071.67049514712
-3306821.8291854556,254260.968004671
-3306866.0210312926,254462.16064508705
-3306918.553301561,254672.5365918971
-3306978.2215533266,254896.68439657992
-3307043.082017618,255134.50426523367
-3307112.3597278437,255383.98481668317
-3307184.5523050786,255642.02386797263
-3307261.3491906077,255904.5119925095
-3307348.8852655725,256172.19505066972
-3307456.8110502437,256469.3743442986
-3307573.006692537,256773.60728494625
-3307692.5066332705,257079.5305633043
-3307811.985297233,257386.47745465903
-3307931.251161984,257693.3210528298
-3308050.27528008,257998.8032424561
-3308169.6730659576,258302.86460811197
-3308287.043336576,258605.21015110688
-3308395.2693194887,258893.82695306023
-3308497.1259624036,259165.83251595162
-3308601.073283956,259422.24927537423
-3308710.727322022,259669.60546795343
-3308824.2198505118,259910.786462753
-3308941.130564473,260151.32450544578
-3309058.0914771026,260391.91138005402
-3309170.6564394147,260625.80409185338
-3309277.2088398794,260850.87100220146
-3309381.2988201873,261083.74520027562
-3309473.4006724753,261334.5630562344
-3309541.3957587453,261600.28972975048
-3309593.0136024742,261890.84967812654
-3309630.2329981127,262218.088584129
-3309673.6081840456,262578.3735105056
